0.00876505	0.00814156	0.00063132	0.00010070	0.00279153	0.00290450
0.00813205	0.00803249	0.00639411	0.00052590	0.00346579	0.00072037
0.00708764	0.00743950	0.00731625	0.00873191	0.00541249	0.00012165
0.00816654	0.00512759	0.00266728	0.00401957	0.00861685	0.00395921
0.00965182	0.00902427	0.00467232	0.00128521	0.00385906	0.00331837
0.00218255	0.00541215	0.00229432	0.00140601	0.00263309	0.00786004
0.00291276	0.00536737	0.00302465	0.00349113	0.00321446	0.00370773
0.00627922	0.00636853	0.00713040	0.00529251	0.00791308	0.00493761
0.00606020	0.00929044	0.00429865	0.00690650	0.00933768	0.00740112
0.00807755	0.00362036	0.00650662	0.00005502	0.00533005	0.00371286
0.00687936	0.00199728	0.00539088	0.00621576	0.00397597	0.00090759
0.00991382	0.00523307	0.00427392	0.00276933	0.00709154	0.00962017
0.00870851	0.00713177	0.00338646	0.00708383	0.00517117	0.00653427
0.00918981	0.00786345	0.00953487	0.00375123	0.00696132	0.00070435
0.00772676	0.00674807	0.00687026	0.00176958	0.00302371	0.00678898
0.00931881	0.00393385	0.00019441	0.00576177	0.00903168	0.00564831
0.00426109	0.00092274	0.00239683	0.00789875	0.00235369	0.00038088
0.00826440	0.00220970	0.00056793	0.00783882	0.00296427	0.00424038
0.00881808	0.00790502	0.00033500	0.00117101	0.00541838	0.00752148
0.00104225	0.00485827	0.00706800	0.00780766	0.00841721	0.00957311
0.00818392	0.00734632	0.00480982	0.00812383	0.00737240	0.00060405
0.00415792	0.00852851	0.00815864	0.00578447	0.00778618	0.00987071
0.00359714	0.00759669	0.00453321	0.00058926	0.00450423	0.00990273
0.00090024	0.00578917	0.00530660	0.00613306	0.00494619	0.00974288
0.00695836	0.00709266	0.00602910	0.00203263	0.00908410	0.00664114
0.00024787	0.00678894	0.00249935	0.00066541	0.00802751	0.00081194
0.00253609	0.00893104	0.00433088	0.00182785	0.00422939	0.00516326
0.00342545	0.00282351	0.00225016	0.00143454	0.00205698	0.00178543
0.00397126	0.00293067	0.00444243	0.00427801	0.00441615	0.00688842
0.00972821	0.00587840	0.00257288	0.00573831	0.00759341	0.00806346
0.00525624	0.00271321	0.00740331	0.00068196	0.00116905	0.00588856
0.00775928	0.00881746	0.00364982	0.00342380	0.00078517	0.00345937
0.00845463	0.00712458	0.00925270	0.00991199	0.00930201	0.00313006
0.00630573	0.00393010	0.00476863	0.00431045	0.00434717	0.00061131
0.00948210	0.00462335	0.00083709	0.00254009	0.00899421	0.00017733
0.00670633	0.00547824	0.00326033	0.00283889	0.00805761	0.00964227
0.00429802	0.00246458	0.00338651	0.00392871	0.00563191	0.00150803
0.00998332	0.00492474	0.00066455	0.00137030	0.00458189	0.00108019
0.00231570	0.00563492	0.00115214	0.00280289	0.00154682	0.00357372
0.00197762	0.00856849	0.00771872	0.00406067	0.00263530	0.00066337
0.00188914	0.00223036	0.00732078	0.00757681	0.00949801	0.00959076
0.00075673	0.00995644	0.00687135	0.00772728	0.00982707	0.00853749
0.00920724	0.00167961	0.00768766	0.00231772	0.00636371	0.00811366
0.00523376	0.00600588	0.00649702	0.00958103	0.00092062	0.00168766
0.00851476	0.00111107	0.00904344	0.00077279	0.00353243	0.00257299
0.00283560	0.00126766	0.00399727	0.00627520	0.00444414	0.00003594
0.00934502	0.00126699	0.00259087	0.00441835	0.00667064	0.00681757
0.00799694	0.00700341	0.00666176	0.00341955	0.00929641	0.00373260
0.00893221	0.00613056	0.00572151	0.00362218	0.00183118	0.00550381
0.00253033	0.00641713	0.00346751	0.00530852	0.00231322	0.00774128
0.00891690	0.00194233	0.00582975	0.00910230	0.00638347	0.00703556
0.00144153	0.00502000	0.00758577	0.00150110	0.00424587	0.00927891
0.00457847	0.00555325	0.00519230	0.00637904	0.00823712	0.00451765
0.00361597	0.00944933	0.00372605	0.00630525	0.00855389	0.00751698
0.00849169	0.00509048	0.00085907	0.00144951	0.00300516	0.00903065
